Output from Varactor Board,,,
"27-Jul-2021, 12:51:23",,,
1.5644,0.012703,-0.019054,0.9998
1.5646,0.012472,-0.018707,0.99981
1.5647,0.012241,-0.01836,0.99981
1.5648,0.012009,-0.018013,0.99982
1.5649,0.011778,-0.017666,0.99983
1.565,0.011547,-0.01732,0.99983
1.5651,0.011315,-0.016973,0.99984
1.5653,0.011084,-0.016626,0.99985
1.5654,0.010853,-0.016279,0.99985
1.5655,0.010621,-0.015932,0.99986
1.5656,0.01039,-0.015585,0.99987
1.5657,0.010159,-0.015238,0.99987
1.5658,0.0099275,-0.014891,0.99988
1.5659,0.0096962,-0.014544,0.99988
1.5661,0.0094648,-0.014197,0.99989
1.5662,0.0092335,-0.01385,0.99989
1.5663,0.0090022,-0.013503,0.9999
1.5664,0.0087709,-0.013156,0.9999
1.5665,0.0085396,-0.012809,0.99991
1.5666,0.0083082,-0.012462,0.99991
1.5668,0.0080769,-0.012115,0.99992
1.5669,0.0078456,-0.011768,0.99992
1.567,0.0076143,-0.011421,0.99993
1.5671,0.0073829,-0.011074,0.99993
1.5672,0.0071516,-0.010727,0.99994
1.5673,0.0069203,-0.01038,0.99994
1.5675,0.006689,-0.010033,0.99994
1.5676,0.0064576,-0.0096864,0.99995
1.5677,0.0062263,-0.0093394,0.99995
1.5678,0.005995,-0.0089924,0.99996
1.5679,0.0057637,-0.0086454,0.99996
1.568,0.0055323,-0.0082985,0.99996
1.5681,0.005301,-0.0079515,0.99996
1.5683,0.0050697,-0.0076045,0.99997
1.5684,0.0048384,-0.0072575,0.99997
1.5685,0.004607,-0.0069105,0.99997
1.5686,0.0043757,-0.0065635,0.99998
1.5687,0.0041444,-0.0062165,0.99998
1.5688,0.0039131,-0.0058696,0.99998
1.569,0.0036817,-0.0055226,0.99998
1.5691,0.0034504,-0.0051756,0.99999
1.5692,0.0032191,-0.0048286,0.99999
1.5693,0.0029877,-0.0044816,0.99999
1.5694,0.0027564,-0.0041346,0.99999
1.5695,0.0025251,-0.0037876,0.99999
1.5696,0.0022938,-0.0034406,0.99999
1.5698,0.0020624,-0.0030936,0.99999
1.5699,0.0018311,-0.0027466,1
1.57,0.0015998,-0.0023996,1
1.5701,0.0013684,-0.0020527,1
1.5702,0.0011371,-0.0017057,1
1.5703,0.00090578,-0.0013587,1
1.5705,0.00067445,-0.0010117,1
1.5706,0.00044312,-0.00066468,1
1.5707,0.00021179,-0.00031768,1
1.5708,-1.95E-05,2.93E-05,1
1.5709,-0.00025087,0.00037631,1
1.571,-0.0004822,0.0007233,1
1.5712,-0.00071353,0.0010703,1
1.5713,-0.00094486,0.0014173,1
1.5714,-0.0011762,0.0017643,1
1.5715,-0.0014075,0.0021113,1
1.5716,-0.0016388,0.0024583,1
1.5717,-0.0018702,0.0028053,1
1.5718,-0.0021015,0.0031523,0.99999
1.572,-0.0023328,0.0034993,0.99999
1.5721,-0.0025642,0.0038462,0.99999
1.5722,-0.0027955,0.0041932,0.99999
1.5723,-0.0030268,0.0045402,0.99999
1.5724,-0.0032582,0.0048872,0.99999
1.5725,-0.0034895,0.0052342,0.99998
1.5727,-0.0037208,0.0055812,0.99998
1.5728,-0.0039521,0.0059282,0.99998
1.5729,-0.0041835,0.0062752,0.99998
1.573,-0.0044148,0.0066222,0.99998
1.5731,-0.0046461,0.0069691,0.99997
1.5732,-0.0048774,0.0073161,0.99997
1.5734,-0.0051088,0.0076631,0.99997
1.5735,-0.0053401,0.0080101,0.99996
1.5736,-0.0055714,0.0083571,0.99996
1.5737,-0.0058028,0.0087041,0.99996
1.5738,-0.0060341,0.009051,0.99995
1.5739,-0.0062654,0.009398,0.99995
1.574,-0.0064967,0.009745,0.99995
1.5742,-0.0067281,0.010092,0.99994
1.5743,-0.0069594,0.010439,0.99994
1.5744,-0.0071907,0.010786,0.99994
1.5745,-0.007422,0.011133,0.99993
1.5746,-0.0076533,0.01148,0.99993
1.5747,-0.0078847,0.011827,0.99992
1.5749,-0.008116,0.012174,0.99992
1.575,-0.0083473,0.012521,0.99991
1.5751,-0.0085786,0.012868,0.99991
1.5752,-0.00881,0.013215,0.9999
1.5753,-0.0090413,0.013562,0.9999
1.5754,-0.0092726,0.013909,0.99989
1.5755,-0.0095039,0.014256,0.99989
1.5757,-0.0097352,0.014603,0.99988
1.5758,-0.0099666,0.01495,0.99988
1.5759,-0.010198,0.015296,0.99987
1.576,-0.010429,0.015643,0.99986
1.5761,-0.010661,0.01599,0.99986
1.5762,-0.010892,0.016337,0.99985
1.5764,-0.011123,0.016684,0.99985
1.5765,-0.011354,0.017031,0.99984
1.5766,-0.011586,0.017378,0.99983
1.5767,-0.011817,0.017725,0.99983
1.5768,-0.012048,0.018072,0.99982
1.5769,-0.01228,0.018419,0.99981
1.5771,-0.012511,0.018766,0.9998
1.5772,-0.012742,0.019113,0.9998
1.5773,-0.012974,0.01946,0.99979
1.5774,-0.013205,0.019807,0.99978
1.5775,-0.013436,0.020154,0.99977
1.5776,-0.013668,0.020501,0.99977
1.5777,-0.013899,0.020847,0.99976
1.5779,-0.01413,0.021194,0.99975
1.578,-0.014361,0.021541,0.99974
1.5781,-0.014593,0.021888,0.99973
1.5782,-0.014824,0.022235,0.99973
1.5783,-0.015055,0.022582,0.99972
1.5784,-0.015287,0.022929,0.99971
1.5786,-0.015518,0.023276,0.9997
1.5787,-0.015749,0.023623,0.99969
1.5788,-0.015981,0.02397,0.99968
1.5789,-0.016212,0.024317,0.99967
1.579,-0.016443,0.024663,0.99966
1.5791,-0.016675,0.02501,0.99965
1.5792,-0.016906,0.025357,0.99964
1.5794,-0.017137,0.025704,0.99963
1.5795,-0.017368,0.026051,0.99962
1.5796,-0.0176,0.026398,0.99961
1.5797,-0.017831,0.026745,0.9996
1.5798,-0.018062,0.027092,0.99959
1.5799,-0.018294,0.027438,0.99958
1.5801,-0.018525,0.027785,0.99957
1.5802,-0.018756,0.028132,0.99956
1.5803,-0.018987,0.028479,0.99955
1.5804,-0.019219,0.028826,0.99954
1.5805,-0.01945,0.029173,0.99953
1.5806,-0.019681,0.02952,0.99952
1.5808,-0.019913,0.029866,0.9995
1.5809,-0.020144,0.030213,0.99949
1.581,-0.020375,0.03056,0.99948
1.5811,-0.020606,0.030907,0.99947
1.5812,-0.020838,0.031254,0.99946
1.5813,-0.021069,0.031601,0.99945
1.5814,-0.0213,0.031947,0.99943
1.5816,-0.021532,0.032294,0.99942
1.5817,-0.021763,0.032641,0.99941
1.5818,-0.021994,0.032988,0.9994
1.5819,-0.022225,0.033335,0.99938
1.582,-0.022457,0.033681,0.99937
1.5821,-0.022688,0.034028,0.99936
1.5823,-0.022919,0.034375,0.99934
1.5824,-0.02315,0.034722,0.99933
1.5825,-0.023382,0.035069,0.99932
1.5826,-0.023613,0.035415,0.9993
1.5827,-0.023844,0.035762,0.99929
1.5828,-0.024076,0.036109,0.99928
1.583,-0.024307,0.036456,0.99926
1.5831,-0.024538,0.036802,0.99925
1.5832,-0.024769,0.037149,0.99923
1.5833,-0.025001,0.037496,0.99922
1.5834,-0.025232,0.037843,0.9992
1.5835,-0.025463,0.038189,0.99919
1.5836,-0.025694,0.038536,0.99918
1.5838,-0.025926,0.038883,0.99916
1.5839,-0.026157,0.03923,0.99915
1.584,-0.026388,0.039576,0.99913
1.5841,-0.026619,0.039923,0.99911
1.5842,-0.026851,0.04027,0.9991
1.5843,-0.027082,0.040617,0.99908
1.5845,-0.027313,0.040963,0.99907
1.5846,-0.027544,0.04131,0.99905
1.5847,-0.027776,0.041657,0.99904
1.5848,-0.028007,0.042003,0.99902
1.5849,-0.028238,0.04235,0.999
1.585,-0.028469,0.042697,0.99899
1.5851,-0.0287,0.043043,0.99897
1.5853,-0.028932,0.04339,0.99895
1.5854,-0.029163,0.043737,0.99894
1.5855,-0.029394,0.044083,0.99892
1.5856,-0.029625,0.04443,0.9989
1.5857,-0.029857,0.044777,0.99889
1.5858,-0.030088,0.045123,0.99887
1.586,-0.030319,0.04547,0.99885
1.5861,-0.03055,0.045817,0.99883
1.5862,-0.030782,0.046163,0.99882
1.5863,-0.031013,0.04651,0.9988
1.5864,-0.031244,0.046856,0.99878
1.5865,-0.031475,0.047203,0.99876
1.5867,-0.031706,0.04755,0.99874
1.5868,-0.031938,0.047896,0.99873
1.5869,-0.032169,0.048243,0.99871
1.587,-0.0324,0.048589,0.99869
1.5871,-0.032631,0.048936,0.99867
1.5872,-0.032862,0.049283,0.99865
1.5873,-0.033094,0.049629,0.99863
1.5875,-0.033325,0.049976,0.99861
1.5876,-0.033556,0.050322,0.99859
1.5877,-0.033787,0.050669,0.99857
1.5878,-0.034018,0.051015,0.99855
1.5879,-0.03425,0.051362,0.99853
1.588,-0.034481,0.051708,0.99851
1.5882,-0.034712,0.052055,0.99849
1.5883,-0.034943,0.052401,0.99847
1.5884,-0.035174,0.052748,0.99845
1.5885,-0.035406,0.053095,0.99843
1.5886,-0.035637,0.053441,0.99841
1.5887,-0.035868,0.053788,0.99839
1.5888,-0.036099,0.054134,0.99837
1.589,-0.03633,0.05448,0.99835
1.5891,-0.036561,0.054827,0.99833
1.5892,-0.036793,0.055173,0.99831
1.5893,-0.037024,0.05552,0.99829
1.5894,-0.037255,0.055866,0.99827
1.5895,-0.037486,0.056213,0.99825
1.5897,-0.037717,0.056559,0.99822
1.5898,-0.037949,0.056906,0.9982
1.5899,-0.03818,0.057252,0.99818
1.59,-0.038411,0.057599,0.99816
1.5901,-0.038642,0.057945,0.99814
1.5902,-0.038873,0.058291,0.99811
1.5904,-0.039104,0.058638,0.99809
1.5905,-0.039335,0.058984,0.99807
1.5906,-0.039567,0.059331,0.99805
1.5907,-0.039798,0.059677,0.99802
1.5908,-0.040029,0.060023,0.998
1.5909,-0.04026,0.06037,0.99798
1.591,-0.040491,0.060716,0.99795
1.5912,-0.040722,0.061062,0.99793
1.5913,-0.040953,0.061409,0.99791
1.5914,-0.041185,0.061755,0.99788
1.5915,-0.041416,0.062101,0.99786
1.5916,-0.041647,0.062448,0.99783
1.5917,-0.041878,0.062794,0.99781
1.5919,-0.042109,0.06314,0.99779
1.592,-0.04234,0.063487,0.99776
1.5921,-0.042571,0.063833,0.99774
1.5922,-0.042802,0.064179,0.99771
1.5923,-0.043034,0.064525,0.99769
1.5924,-0.043265,0.064872,0.99766
1.5926,-0.043496,0.065218,0.99764
1.5927,-0.043727,0.065564,0.99761
1.5928,-0.043958,0.06591,0.99759
1.5929,-0.044189,0.066257,0.99756
1.593,-0.04442,0.066603,0.99754
1.5931,-0.044651,0.066949,0.99751
1.5932,-0.044882,0.067295,0.99749
1.5934,-0.045114,0.067642,0.99746
1.5935,-0.045345,0.067988,0.99743
1.5936,-0.045576,0.068334,0.99741
1.5937,-0.045807,0.06868,0.99738
1.5938,-0.046038,0.069026,0.99735
1.5939,-0.046269,0.069372,0.99733
1.5941,-0.0465,0.069719,0.9973
1.5942,-0.046731,0.070065,0.99727
1.5943,-0.046962,0.070411,0.99725
1.5944,-0.047193,0.070757,0.99722
1.5945,-0.047424,0.071103,0.99719
1.5946,-0.047655,0.071449,0.99717
1.5947,-0.047886,0.071795,0.99714
1.5949,-0.048118,0.072141,0.99711
1.595,-0.048349,0.072488,0.99708
1.5951,-0.04858,0.072834,0.99705
1.5952,-0.048811,0.07318,0.99703
1.5953,-0.049042,0.073526,0.997
1.5954,-0.049273,0.073872,0.99697
1.5956,-0.049504,0.074218,0.99694
1.5957,-0.049735,0.074564,0.99691
1.5958,-0.049966,0.07491,0.99688
1.5959,-0.050197,0.075256,0.99686
1.596,-0.050428,0.075602,0.99683
1.5961,-0.050659,0.075948,0.9968
1.5963,-0.05089,0.076294,0.99677
1.5964,-0.051121,0.07664,0.99674
1.5965,-0.051352,0.076986,0.99671
1.5966,-0.051583,0.077332,0.99668
1.5967,-0.051814,0.077678,0.99665
1.5968,-0.052045,0.078024,0.99662
1.5969,-0.052276,0.07837,0.99659
1.5971,-0.052507,0.078716,0.99656
1.5972,-0.052738,0.079061,0.99653
1.5973,-0.052969,0.079407,0.9965
1.5974,-0.0532,0.079753,0.99647
1.5975,-0.053431,0.080099,0.99644
1.5976,-0.053662,0.080445,0.99641
1.5978,-0.053893,0.080791,0.99638
1.5979,-0.054124,0.081137,0.99634
1.598,-0.054355,0.081483,0.99631
1.5981,-0.054586,0.081828,0.99628
1.5982,-0.054817,0.082174,0.99625
1.5983,-0.055048,0.08252,0.99622
1.5985,-0.055279,0.082866,0.99619
1.5986,-0.05551,0.083212,0.99616
1.5987,-0.055741,0.083557,0.99612
1.5988,-0.055972,0.083903,0.99609
1.5989,-0.056203,0.084249,0.99606
1.599,-0.056434,0.084595,0.99603
1.5991,-0.056665,0.084941,0.99599
1.5993,-0.056896,0.085286,0.99596
1.5994,-0.057127,0.085632,0.99593
1.5995,-0.057358,0.085978,0.9959
1.5996,-0.057589,0.086323,0.99586
1.5997,-0.05782,0.086669,0.99583
1.5998,-0.058051,0.087015,0.9958
1.6,-0.058282,0.08736,0.99576
1.6001,-0.058513,0.087706,0.99573
1.6002,-0.058743,0.088052,0.9957
1.6003,-0.058974,0.088397,0.99566
1.6004,-0.059205,0.088743,0.99563
1.6005,-0.059436,0.089089,0.99559
1.6006,-0.059667,0.089434,0.99556
1.6008,-0.059898,0.08978,0.99553
1.6009,-0.060129,0.090125,0.99549
1.601,-0.06036,0.090471,0.99546
1.6011,-0.060591,0.090817,0.99542
1.6012,-0.060822,0.091162,0.99539
1.6013,-0.061053,0.091508,0.99535
1.6015,-0.061283,0.091853,0.99532
1.6016,-0.061514,0.092199,0.99528
1.6017,-0.061745,0.092544,0.99525
1.6018,-0.061976,0.09289,0.99521
1.6019,-0.062207,0.093235,0.99517
1.602,-0.062438,0.093581,0.99514
1.6022,-0.062669,0.093926,0.9951
1.6023,-0.0629,0.094272,0.99507
1.6024,-0.063131,0.094617,0.99503
1.6025,-0.063361,0.094963,0.99499
1.6026,-0.063592,0.095308,0.99496
1.6027,-0.063823,0.095653,0.99492
1.6028,-0.064054,0.095999,0.99488
1.603,-0.064285,0.096344,0.99485
1.6031,-0.064516,0.09669,0.99481
1.6032,-0.064747,0.097035,0.99477
1.6033,-0.064977,0.09738,0.99474
1.6034,-0.065208,0.097726,0.9947
1.6035,-0.065439,0.098071,0.99466
1.6037,-0.06567,0.098416,0.99462
1.6038,-0.065901,0.098762,0.99459
1.6039,-0.066132,0.099107,0.99455
1.604,-0.066362,0.099452,0.99451
1.6041,-0.066593,0.099797,0.99447
1.6042,-0.066824,0.10014,0.99443
1.6043,-0.067055,0.10049,0.9944
1.6045,-0.067286,0.10083,0.99436
1.6046,-0.067516,0.10118,0.99432
1.6047,-0.067747,0.10152,0.99428
1.6048,-0.067978,0.10187,0.99424
1.6049,-0.068209,0.10221,0.9942
1.605,-0.06844,0.10256,0.99416
1.6052,-0.06867,0.1029,0.99412
1.6053,-0.068901,0.10325,0.99408
1.6054,-0.069132,0.10359,0.99404
1.6055,-0.069363,0.10394,0.994
1.6056,-0.069593,0.10428,0.99396
1.6057,-0.069824,0.10463,0.99392
1.6059,-0.070055,0.10497,0.99388
1.606,-0.070286,0.10532,0.99384
1.6061,-0.070517,0.10567,0.9938
1.6062,-0.070747,0.10601,0.99376
1.6063,-0.070978,0.10636,0.99372
1.6064,-0.071209,0.1067,0.99368
1.6065,-0.07144,0.10705,0.99364
1.6067,-0.07167,0.10739,0.9936
1.6068,-0.071901,0.10774,0.99356
1.6069,-0.072132,0.10808,0.99352
1.607,-0.072362,0.10843,0.99348
1.6071,-0.072593,0.10877,0.99343
1.6072,-0.072824,0.10911,0.99339
1.6074,-0.073055,0.10946,0.99335
1.6075,-0.073285,0.1098,0.99331
1.6076,-0.073516,0.11015,0.99327
1.6077,-0.073747,0.11049,0.99322
1.6078,-0.073977,0.11084,0.99318
1.6079,-0.074208,0.11118,0.99314
1.6081,-0.074439,0.11153,0.9931
1.6082,-0.074669,0.11187,0.99305
1.6083,-0.0749,0.11222,0.99301
1.6084,-0.075131,0.11256,0.99297
1.6085,-0.075362,0.11291,0.99293
1.6086,-0.075592,0.11325,0.99288
1.6087,-0.075823,0.1136,0.99284
1.6089,-0.076054,0.11394,0.9928
1.609,-0.076284,0.11429,0.99275
1.6091,-0.076515,0.11463,0.99271
1.6092,-0.076745,0.11498,0.99266
1.6093,-0.076976,0.11532,0.99262
1.6094,-0.077207,0.11567,0.99258
1.6096,-0.077437,0.11601,0.99253
1.6097,-0.077668,0.11636,0.99249
1.6098,-0.077899,0.1167,0.99244
1.6099,-0.078129,0.11704,0.9924
1.61,-0.07836,0.11739,0.99235
1.6101,-0.078591,0.11773,0.99231
1.6102,-0.078821,0.11808,0.99226
1.6104,-0.079052,0.11842,0.99222
1.6105,-0.079282,0.11877,0.99217
1.6106,-0.079513,0.11911,0.99213
1.6107,-0.079744,0.11946,0.99208
1.6108,-0.079974,0.1198,0.99204
1.6109,-0.080205,0.12015,0.99199
1.6111,-0.080435,0.12049,0.99195
1.6112,-0.080666,0.12083,0.9919
1.6113,-0.080896,0.12118,0.99185
1.6114,-0.081127,0.12152,0.99181
1.6115,-0.081358,0.12187,0.99176
1.6116,-0.081588,0.12221,0.99171
1.6118,-0.081819,0.12256,0.99167
1.6119,-0.082049,0.1229,0.99162
1.612,-0.08228,0.12325,0.99157
1.6121,-0.08251,0.12359,0.99153
1.6122,-0.082741,0.12393,0.99148
1.6123,-0.082971,0.12428,0.99143
1.6124,-0.083202,0.12462,0.99138
1.6126,-0.083432,0.12497,0.99134
1.6127,-0.083663,0.12531,0.99129
1.6128,-0.083894,0.12566,0.99124
1.6129,-0.084124,0.126,0.99119
1.613,-0.084355,0.12634,0.99114
1.6131,-0.084585,0.12669,0.9911
1.6133,-0.084816,0.12703,0.99105
1.6134,-0.085046,0.12738,0.991
1.6135,-0.085277,0.12772,0.99095
1.6136,-0.085507,0.12806,0.9909
1.6137,-0.085737,0.12841,0.99085
1.6138,-0.085968,0.12875,0.9908
1.6139,-0.086198,0.1291,0.99076
1.6141,-0.086429,0.12944,0.99071
1.6142,-0.086659,0.12979,0.99066
1.6143,-0.08689,0.13013,0.99061
1.6144,-0.08712,0.13047,0.99056
1.6145,-0.087351,0.13082,0.99051
1.6146,-0.087581,0.13116,0.99046
1.6148,-0.087812,0.13151,0.99041
1.6149,-0.088042,0.13185,0.99036
1.615,-0.088272,0.13219,0.99031
1.6151,-0.088503,0.13254,0.99026
1.6152,-0.088733,0.13288,0.99021
1.6153,-0.088964,0.13322,0.99016
1.6155,-0.089194,0.13357,0.9901
1.6156,-0.089425,0.13391,0.99005
1.6157,-0.089655,0.13426,0.99
1.6158,-0.089885,0.1346,0.98995
1.6159,-0.090116,0.13494,0.9899
1.616,-0.090346,0.13529,0.98985
1.6161,-0.090576,0.13563,0.9898
1.6163,-0.090807,0.13598,0.98975
1.6164,-0.091037,0.13632,0.98969
1.6165,-0.091268,0.13666,0.98964
1.6166,-0.091498,0.13701,0.98959
1.6167,-0.091728,0.13735,0.98954
1.6168,-0.091959,0.13769,0.98949
1.617,-0.092189,0.13804,0.98943
1.6171,-0.092419,0.13838,0.98938
1.6172,-0.09265,0.13873,0.98933
1.6173,-0.09288,0.13907,0.98927
1.6174,-0.09311,0.13941,0.98922
1.6175,-0.093341,0.13976,0.98917
1.6177,-0.093571,0.1401,0.98912
1.6178,-0.093801,0.14044,0.98906
1.6179,-0.094032,0.14079,0.98901
1.618,-0.094262,0.14113,0.98895
1.6181,-0.094492,0.14147,0.9889
1.6182,-0.094723,0.14182,0.98885
1.6183,-0.094953,0.14216,0.98879
1.6185,-0.095183,0.1425,0.98874
1.6186,-0.095413,0.14285,0.98869
1.6187,-0.095644,0.14319,0.98863
1.6188,-0.095874,0.14353,0.98858
1.6189,-0.096104,0.14388,0.98852
1.619,-0.096334,0.14422,0.98847
1.6192,-0.096565,0.14456,0.98841
1.6193,-0.096795,0.14491,0.98836
1.6194,-0.097025,0.14525,0.9883
1.6195,-0.097255,0.14559,0.98825
1.6196,-0.097486,0.14594,0.98819
1.6197,-0.097716,0.14628,0.98814
1.6198,-0.097946,0.14662,0.98808
1.62,-0.098176,0.14697,0.98802
1.6201,-0.098406,0.14731,0.98797
1.6202,-0.098637,0.14765,0.98791
1.6203,-0.098867,0.148,0.98786
1.6204,-0.099097,0.14834,0.9878
1.6205,-0.099327,0.14868,0.98774
1.6207,-0.099557,0.14903,0.98769
1.6208,-0.099788,0.14937,0.98763
1.6209,-0.10002,0.14971,0.98757
1.621,-0.10025,0.15006,0.98752
1.6211,-0.10048,0.1504,0.98746
1.6212,-0.10071,0.15074,0.9874
1.6214,-0.10094,0.15109,0.98735
1.6215,-0.10117,0.15143,0.98729
1.6216,-0.1014,0.15177,0.98723
1.6217,-0.10163,0.15211,0.98717
1.6218,-0.10186,0.15246,0.98711
1.6219,-0.10209,0.1528,0.98706
1.622,-0.10232,0.15314,0.987
1.6222,-0.10255,0.15349,0.98694
1.6223,-0.10278,0.15383,0.98688
1.6224,-0.10301,0.15417,0.98682
1.6225,-0.10324,0.15451,0.98677
1.6226,-0.10347,0.15486,0.98671
1.6227,-0.1037,0.1552,0.98665
1.6229,-0.10393,0.15554,0.98659
1.623,-0.10416,0.15589,0.98653
1.6231,-0.10439,0.15623,0.98647
1.6232,-0.10462,0.15657,0.98641
1.6233,-0.10485,0.15691,0.98635
1.6234,-0.10508,0.15726,0.98629
1.6235,-0.10531,0.1576,0.98623
1.6237,-0.10554,0.15794,0.98617
1.6238,-0.10577,0.15828,0.98611
1.6239,-0.106,0.15863,0.98605
1.624,-0.10623,0.15897,0.98599
1.6241,-0.10646,0.15931,0.98593
1.6242,-0.10669,0.15965,0.98587
1.6244,-0.10692,0.16,0.98581
1.6245,-0.10715,0.16034,0.98575
1.6246,-0.10738,0.16068,0.98569
1.6247,-0.10761,0.16102,0.98563
1.6248,-0.10784,0.16137,0.98557
1.6249,-0.10807,0.16171,0.98551
1.6251,-0.1083,0.16205,0.98545
1.6252,-0.10853,0.16239,0.98538
1.6253,-0.10876,0.16274,0.98532
1.6254,-0.10899,0.16308,0.98526
1.6255,-0.10922,0.16342,0.9852
1.6256,-0.10945,0.16376,0.98514
1.6257,-0.10968,0.16411,0.98508
1.6259,-0.10991,0.16445,0.98501
1.626,-0.11014,0.16479,0.98495
1.6261,-0.11037,0.16513,0.98489
1.6262,-0.1106,0.16548,0.98483
1.6263,-0.11083,0.16582,0.98476
1.6264,-0.11106,0.16616,0.9847
1.6266,-0.11129,0.1665,0.98464
1.6267,-0.11152,0.16684,0.98457
1.6268,-0.11175,0.16719,0.98451
1.6269,-0.11198,0.16753,0.98445
1.627,-0.11221,0.16787,0.98438
1.6271,-0.11244,0.16821,0.98432
1.6273,-0.11267,0.16855,0.98426
1.6274,-0.1129,0.1689,0.98419
1.6275,-0.11313,0.16924,0.98413
1.6276,-0.11336,0.16958,0.98407
1.6277,-0.11359,0.16992,0.984
1.6278,-0.11382,0.17026,0.98394
1.6279,-0.11405,0.17061,0.98387
1.6281,-0.11428,0.17095,0.98381
1.6282,-0.11451,0.17129,0.98374
1.6283,-0.11474,0.17163,0.98368
1.6284,-0.11497,0.17197,0.98361
1.6285,-0.1152,0.17232,0.98355
1.6286,-0.11543,0.17266,0.98348
1.6288,-0.11566,0.173,0.98342
1.6289,-0.11589,0.17334,0.98335
1.629,-0.11612,0.17368,0.98329
1.6291,-0.11635,0.17402,0.98322
1.6292,-0.11658,0.17437,0.98316
1.6293,-0.11681,0.17471,0.98309
1.6294,-0.11703,0.17505,0.98302
1.6296,-0.11726,0.17539,0.98296
1.6297,-0.11749,0.17573,0.98289
1.6298,-0.11772,0.17607,0.98283
1.6299,-0.11795,0.17642,0.98276
1.63,-0.11818,0.17676,0.98269
1.6301,-0.11841,0.1771,0.98263
1.6303,-0.11864,0.17744,0.98256
1.6304,-0.11887,0.17778,0.98249
1.6305,-0.1191,0.17812,0.98243
1.6306,-0.11933,0.17846,0.98236
1.6307,-0.11956,0.17881,0.98229
1.6308,-0.11979,0.17915,0.98222
1.631,-0.12002,0.17949,0.98216
1.6311,-0.12025,0.17983,0.98209
1.6312,-0.12048,0.18017,0.98202
1.6313,-0.12071,0.18051,0.98195
1.6314,-0.12094,0.18085,0.98188
1.6315,-0.12117,0.1812,0.98182
1.6316,-0.1214,0.18154,0.98175
1.6318,-0.12163,0.18188,0.98168
1.6319,-0.12186,0.18222,0.98161
1.632,-0.12209,0.18256,0.98154
1.6321,-0.12232,0.1829,0.98147
1.6322,-0.12255,0.18324,0.9814
1.6323,-0.12278,0.18358,0.98133
1.6325,-0.12301,0.18392,0.98127
1.6326,-0.12324,0.18427,0.9812
1.6327,-0.12347,0.18461,0.98113
1.6328,-0.12369,0.18495,0.98106
1.6329,-0.12392,0.18529,0.98099
1.633,-0.12415,0.18563,0.98092
1.6331,-0.12438,0.18597,0.98085
1.6333,-0.12461,0.18631,0.98078
1.6334,-0.12484,0.18665,0.98071
1.6335,-0.12507,0.18699,0.98064
1.6336,-0.1253,0.18733,0.98057
1.6337,-0.12553,0.18767,0.9805
1.6338,-0.12576,0.18802,0.98043
1.634,-0.12599,0.18836,0.98035
1.6341,-0.12622,0.1887,0.98028
1.6342,-0.12645,0.18904,0.98021
1.6343,-0.12668,0.18938,0.98014
1.6344,-0.12691,0.18972,0.98007
1.6345,-0.12714,0.19006,0.98
1.6347,-0.12737,0.1904,0.97993
1.6348,-0.1276,0.19074,0.97986
1.6349,-0.12783,0.19108,0.97978
1.635,-0.12805,0.19142,0.97971
1.6351,-0.12828,0.19176,0.97964
1.6352,-0.12851,0.1921,0.97957
1.6353,-0.12874,0.19244,0.9795
1.6355,-0.12897,0.19278,0.97942
1.6356,-0.1292,0.19313,0.97935
1.6357,-0.12943,0.19347,0.97928
1.6358,-0.12966,0.19381,0.97921
1.6359,-0.12989,0.19415,0.97913
1.636,-0.13012,0.19449,0.97906
1.6362,-0.13035,0.19483,0.97899
1.6363,-0.13058,0.19517,0.97891
1.6364,-0.13081,0.19551,0.97884
1.6365,-0.13104,0.19585,0.97877
1.6366,-0.13127,0.19619,0.97869
1.6367,-0.1315,0.19653,0.97862
1.6369,-0.13172,0.19687,0.97855
1.637,-0.13195,0.19721,0.97847
1.6371,-0.13218,0.19755,0.9784
1.6372,-0.13241,0.19789,0.97832
1.6373,-0.13264,0.19823,0.97825
1.6374,-0.13287,0.19857,0.97817
1.6375,-0.1331,0.19891,0.9781
1.6377,-0.13333,0.19925,0.97803
1.6378,-0.13356,0.19959,0.97795
1.6379,-0.13379,0.19993,0.97788
1.638,-0.13402,0.20027,0.9778
1.6381,-0.13425,0.20061,0.97773
1.6382,-0.13448,0.20095,0.97765
1.6384,-0.13471,0.20129,0.97757
1.6385,-0.13493,0.20163,0.9775
1.6386,-0.13516,0.20197,0.97742
1.6387,-0.13539,0.20231,0.97735
1.6388,-0.13562,0.20265,0.97727
1.6389,-0.13585,0.20299,0.9772
1.639,-0.13608,0.20333,0.97712
1.6392,-0.13631,0.20367,0.97704
1.6393,-0.13654,0.20401,0.97697
1.6394,-0.13677,0.20435,0.97689
1.6395,-0.137,0.20469,0.97681
1.6396,-0.13723,0.20503,0.97674
1.6397,-0.13746,0.20537,0.97666
1.6399,-0.13768,0.20571,0.97658
1.64,-0.13791,0.20605,0.97651
1.6401,-0.13814,0.20639,0.97643
1.6402,-0.13837,0.20672,0.97635
1.6403,-0.1386,0.20706,0.97627
1.6404,-0.13883,0.2074,0.9762
1.6406,-0.13906,0.20774,0.97612
1.6407,-0.13929,0.20808,0.97604
1.6408,-0.13952,0.20842,0.97596
1.6409,-0.13975,0.20876,0.97589
1.641,-0.13998,0.2091,0.97581
1.6411,-0.1402,0.20944,0.97573
