Output from Varactor Board,,,
"27-Jul-2021, 12:46:37",,,
3.5888,-0.43246,-0.90165,0.38993
3.5889,-0.43256,-0.9016,0.39
3.589,-0.43267,-0.90155,0.39007
3.5892,-0.43277,-0.9015,0.39015
3.5893,-0.43288,-0.90145,0.39022
3.5894,-0.43298,-0.9014,0.39029
3.5895,-0.43308,-0.90135,0.39036
3.5896,-0.43319,-0.9013,0.39043
3.5897,-0.43329,-0.90125,0.39051
3.5899,-0.4334,-0.9012,0.39058
3.59,-0.4335,-0.90115,0.39065
3.5901,-0.43361,-0.9011,0.39072
3.5902,-0.43371,-0.90105,0.3908
3.5903,-0.43381,-0.901,0.39087
3.5904,-0.43392,-0.90095,0.39094
3.5905,-0.43402,-0.9009,0.39101
3.5907,-0.43413,-0.90085,0.39108
3.5908,-0.43423,-0.9008,0.39116
3.5909,-0.43434,-0.90075,0.39123
3.591,-0.43444,-0.9007,0.3913
3.5911,-0.43454,-0.90065,0.39137
3.5912,-0.43465,-0.9006,0.39144
3.5914,-0.43475,-0.90055,0.39152
3.5915,-0.43486,-0.9005,0.39159
3.5916,-0.43496,-0.90045,0.39166
3.5917,-0.43506,-0.9004,0.39173
3.5918,-0.43517,-0.90035,0.3918
3.5919,-0.43527,-0.9003,0.39188
3.592,-0.43538,-0.90025,0.39195
3.5922,-0.43548,-0.9002,0.39202
3.5923,-0.43559,-0.90015,0.39209
3.5924,-0.43569,-0.9001,0.39216
3.5925,-0.43579,-0.90005,0.39223
3.5926,-0.4359,-0.9,0.39231
3.5927,-0.436,-0.89995,0.39238
3.5929,-0.43611,-0.8999,0.39245
3.593,-0.43621,-0.89985,0.39252
3.5931,-0.43631,-0.89979,0.39259
3.5932,-0.43642,-0.89974,0.39266
3.5933,-0.43652,-0.89969,0.39274
3.5934,-0.43663,-0.89964,0.39281
3.5936,-0.43673,-0.89959,0.39288
3.5937,-0.43683,-0.89954,0.39295
3.5938,-0.43694,-0.89949,0.39302
3.5939,-0.43704,-0.89944,0.39309
3.594,-0.43715,-0.89939,0.39317
3.5941,-0.43725,-0.89934,0.39324
3.5942,-0.43735,-0.89929,0.39331
3.5944,-0.43746,-0.89924,0.39338
3.5945,-0.43756,-0.89919,0.39345
3.5946,-0.43767,-0.89914,0.39352
3.5947,-0.43777,-0.89909,0.39359
3.5948,-0.43787,-0.89904,0.39366
3.5949,-0.43798,-0.89899,0.39374
3.5951,-0.43808,-0.89893,0.39381
3.5952,-0.43819,-0.89888,0.39388
3.5953,-0.43829,-0.89883,0.39395
3.5954,-0.43839,-0.89878,0.39402
3.5955,-0.4385,-0.89873,0.39409
3.5956,-0.4386,-0.89868,0.39416
3.5958,-0.43871,-0.89863,0.39423
3.5959,-0.43881,-0.89858,0.39431
3.596,-0.43891,-0.89853,0.39438
3.5961,-0.43902,-0.89848,0.39445
3.5962,-0.43912,-0.89843,0.39452
3.5963,-0.43923,-0.89838,0.39459
3.5964,-0.43933,-0.89833,0.39466
3.5966,-0.43943,-0.89828,0.39473
3.5967,-0.43954,-0.89822,0.3948
3.5968,-0.43964,-0.89817,0.39487
3.5969,-0.43975,-0.89812,0.39495
3.597,-0.43985,-0.89807,0.39502
3.5971,-0.43995,-0.89802,0.39509
3.5973,-0.44006,-0.89797,0.39516
3.5974,-0.44016,-0.89792,0.39523
3.5975,-0.44026,-0.89787,0.3953
3.5976,-0.44037,-0.89782,0.39537
3.5977,-0.44047,-0.89777,0.39544
3.5978,-0.44058,-0.89772,0.39551
3.5979,-0.44068,-0.89766,0.39558
3.5981,-0.44078,-0.89761,0.39565
3.5982,-0.44089,-0.89756,0.39572
3.5983,-0.44099,-0.89751,0.39579
3.5984,-0.4411,-0.89746,0.39587
3.5985,-0.4412,-0.89741,0.39594
3.5986,-0.4413,-0.89736,0.39601
3.5988,-0.44141,-0.89731,0.39608
3.5989,-0.44151,-0.89726,0.39615
3.599,-0.44161,-0.89721,0.39622
3.5991,-0.44172,-0.89715,0.39629
3.5992,-0.44182,-0.8971,0.39636
3.5993,-0.44193,-0.89705,0.39643
3.5995,-0.44203,-0.897,0.3965
3.5996,-0.44213,-0.89695,0.39657
3.5997,-0.44224,-0.8969,0.39664
3.5998,-0.44234,-0.89685,0.39671
3.5999,-0.44244,-0.8968,0.39678
3.6,-0.44255,-0.89674,0.39685
3.6001,-0.44265,-0.89669,0.39692
3.6003,-0.44276,-0.89664,0.39699
3.6004,-0.44286,-0.89659,0.39706
3.6005,-0.44296,-0.89654,0.39713
3.6006,-0.44307,-0.89649,0.3972
3.6007,-0.44317,-0.89644,0.39727
3.6008,-0.44327,-0.89639,0.39734
3.601,-0.44338,-0.89634,0.39741
3.6011,-0.44348,-0.89628,0.39748
3.6012,-0.44358,-0.89623,0.39755
3.6013,-0.44369,-0.89618,0.39763
3.6014,-0.44379,-0.89613,0.3977
3.6015,-0.4439,-0.89608,0.39777
3.6016,-0.444,-0.89603,0.39784
3.6018,-0.4441,-0.89598,0.39791
3.6019,-0.44421,-0.89592,0.39798
3.602,-0.44431,-0.89587,0.39805
3.6021,-0.44441,-0.89582,0.39812
3.6022,-0.44452,-0.89577,0.39819
3.6023,-0.44462,-0.89572,0.39826
3.6025,-0.44472,-0.89567,0.39833
3.6026,-0.44483,-0.89562,0.3984
3.6027,-0.44493,-0.89556,0.39847
3.6028,-0.44504,-0.89551,0.39853
3.6029,-0.44514,-0.89546,0.3986
3.603,-0.44524,-0.89541,0.39867
3.6032,-0.44535,-0.89536,0.39874
3.6033,-0.44545,-0.89531,0.39881
3.6034,-0.44555,-0.89526,0.39888
3.6035,-0.44566,-0.8952,0.39895
3.6036,-0.44576,-0.89515,0.39902
3.6037,-0.44586,-0.8951,0.39909
3.6038,-0.44597,-0.89505,0.39916
3.604,-0.44607,-0.895,0.39923
3.6041,-0.44617,-0.89495,0.3993
3.6042,-0.44628,-0.89489,0.39937
3.6043,-0.44638,-0.89484,0.39944
3.6044,-0.44648,-0.89479,0.39951
3.6045,-0.44659,-0.89474,0.39958
3.6047,-0.44669,-0.89469,0.39965
3.6048,-0.4468,-0.89464,0.39972
3.6049,-0.4469,-0.89458,0.39979
3.605,-0.447,-0.89453,0.39986
3.6051,-0.44711,-0.89448,0.39993
3.6052,-0.44721,-0.89443,0.4
3.6054,-0.44731,-0.89438,0.40007
3.6055,-0.44742,-0.89433,0.40014
3.6056,-0.44752,-0.89427,0.40021
3.6057,-0.44762,-0.89422,0.40027
3.6058,-0.44773,-0.89417,0.40034
3.6059,-0.44783,-0.89412,0.40041
3.606,-0.44793,-0.89407,0.40048
3.6062,-0.44804,-0.89402,0.40055
3.6063,-0.44814,-0.89396,0.40062
3.6064,-0.44824,-0.89391,0.40069
3.6065,-0.44835,-0.89386,0.40076
3.6066,-0.44845,-0.89381,0.40083
3.6067,-0.44855,-0.89376,0.4009
3.6069,-0.44866,-0.8937,0.40097
3.607,-0.44876,-0.89365,0.40104
3.6071,-0.44886,-0.8936,0.4011
3.6072,-0.44897,-0.89355,0.40117
3.6073,-0.44907,-0.8935,0.40124
3.6074,-0.44917,-0.89344,0.40131
3.6075,-0.44928,-0.89339,0.40138
3.6077,-0.44938,-0.89334,0.40145
3.6078,-0.44948,-0.89329,0.40152
3.6079,-0.44959,-0.89324,0.40159
3.608,-0.44969,-0.89318,0.40166
3.6081,-0.44979,-0.89313,0.40173
3.6082,-0.4499,-0.89308,0.40179
3.6084,-0.45,-0.89303,0.40186
3.6085,-0.4501,-0.89298,0.40193
3.6086,-0.45021,-0.89292,0.402
3.6087,-0.45031,-0.89287,0.40207
3.6088,-0.45041,-0.89282,0.40214
3.6089,-0.45052,-0.89277,0.40221
3.6091,-0.45062,-0.89272,0.40228
3.6092,-0.45072,-0.89266,0.40234
3.6093,-0.45083,-0.89261,0.40241
3.6094,-0.45093,-0.89256,0.40248
3.6095,-0.45103,-0.89251,0.40255
3.6096,-0.45114,-0.89246,0.40262
3.6097,-0.45124,-0.8924,0.40269
3.6099,-0.45134,-0.89235,0.40276
3.61,-0.45145,-0.8923,0.40282
3.6101,-0.45155,-0.89225,0.40289
3.6102,-0.45165,-0.89219,0.40296
3.6103,-0.45176,-0.89214,0.40303
3.6104,-0.45186,-0.89209,0.4031
3.6106,-0.45196,-0.89204,0.40317
3.6107,-0.45206,-0.89199,0.40324
3.6108,-0.45217,-0.89193,0.4033
3.6109,-0.45227,-0.89188,0.40337
3.611,-0.45237,-0.89183,0.40344
3.6111,-0.45248,-0.89178,0.40351
3.6112,-0.45258,-0.89172,0.40358
3.6114,-0.45268,-0.89167,0.40365
3.6115,-0.45279,-0.89162,0.40371
3.6116,-0.45289,-0.89157,0.40378
3.6117,-0.45299,-0.89151,0.40385
3.6118,-0.4531,-0.89146,0.40392
3.6119,-0.4532,-0.89141,0.40399
3.6121,-0.4533,-0.89136,0.40405
3.6122,-0.45341,-0.8913,0.40412
3.6123,-0.45351,-0.89125,0.40419
3.6124,-0.45361,-0.8912,0.40426
3.6125,-0.45371,-0.89115,0.40433
3.6126,-0.45382,-0.89109,0.40439
3.6128,-0.45392,-0.89104,0.40446
3.6129,-0.45402,-0.89099,0.40453
3.613,-0.45413,-0.89094,0.4046
3.6131,-0.45423,-0.89088,0.40467
3.6132,-0.45433,-0.89083,0.40473
3.6133,-0.45444,-0.89078,0.4048
3.6134,-0.45454,-0.89073,0.40487
3.6136,-0.45464,-0.89067,0.40494
3.6137,-0.45475,-0.89062,0.40501
3.6138,-0.45485,-0.89057,0.40507
3.6139,-0.45495,-0.89052,0.40514
3.614,-0.45505,-0.89046,0.40521
3.6141,-0.45516,-0.89041,0.40528
3.6143,-0.45526,-0.89036,0.40534
3.6144,-0.45536,-0.89031,0.40541
3.6145,-0.45547,-0.89025,0.40548
3.6146,-0.45557,-0.8902,0.40555
3.6147,-0.45567,-0.89015,0.40562
3.6148,-0.45578,-0.89009,0.40568
3.615,-0.45588,-0.89004,0.40575
3.6151,-0.45598,-0.88999,0.40582
3.6152,-0.45608,-0.88994,0.40589
3.6153,-0.45619,-0.88988,0.40595
3.6154,-0.45629,-0.88983,0.40602
3.6155,-0.45639,-0.88978,0.40609
3.6156,-0.4565,-0.88973,0.40616
3.6158,-0.4566,-0.88967,0.40622
3.6159,-0.4567,-0.88962,0.40629
3.616,-0.4568,-0.88957,0.40636
3.6161,-0.45691,-0.88951,0.40643
3.6162,-0.45701,-0.88946,0.40649
3.6163,-0.45711,-0.88941,0.40656
3.6165,-0.45722,-0.88936,0.40663
3.6166,-0.45732,-0.8893,0.40669
3.6167,-0.45742,-0.88925,0.40676
3.6168,-0.45752,-0.8892,0.40683
3.6169,-0.45763,-0.88914,0.4069
3.617,-0.45773,-0.88909,0.40696
3.6171,-0.45783,-0.88904,0.40703
3.6173,-0.45794,-0.88899,0.4071
3.6174,-0.45804,-0.88893,0.40717
3.6175,-0.45814,-0.88888,0.40723
3.6176,-0.45824,-0.88883,0.4073
3.6177,-0.45835,-0.88877,0.40737
3.6178,-0.45845,-0.88872,0.40743
3.618,-0.45855,-0.88867,0.4075
3.6181,-0.45866,-0.88861,0.40757
3.6182,-0.45876,-0.88856,0.40763
3.6183,-0.45886,-0.88851,0.4077
3.6184,-0.45896,-0.88845,0.40777
3.6185,-0.45907,-0.8884,0.40784
3.6187,-0.45917,-0.88835,0.4079
3.6188,-0.45927,-0.8883,0.40797
3.6189,-0.45937,-0.88824,0.40804
3.619,-0.45948,-0.88819,0.4081
3.6191,-0.45958,-0.88814,0.40817
3.6192,-0.45968,-0.88808,0.40824
3.6193,-0.45979,-0.88803,0.4083
3.6195,-0.45989,-0.88798,0.40837
3.6196,-0.45999,-0.88792,0.40844
3.6197,-0.46009,-0.88787,0.4085
3.6198,-0.4602,-0.88782,0.40857
3.6199,-0.4603,-0.88776,0.40864
3.62,-0.4604,-0.88771,0.4087
3.6202,-0.4605,-0.88766,0.40877
3.6203,-0.46061,-0.8876,0.40884
3.6204,-0.46071,-0.88755,0.4089
3.6205,-0.46081,-0.8875,0.40897
3.6206,-0.46092,-0.88744,0.40904
3.6207,-0.46102,-0.88739,0.4091
3.6209,-0.46112,-0.88734,0.40917
3.621,-0.46122,-0.88728,0.40924
3.6211,-0.46133,-0.88723,0.4093
3.6212,-0.46143,-0.88718,0.40937
3.6213,-0.46153,-0.88712,0.40944
3.6214,-0.46163,-0.88707,0.4095
3.6215,-0.46174,-0.88702,0.40957
3.6217,-0.46184,-0.88696,0.40963
3.6218,-0.46194,-0.88691,0.4097
3.6219,-0.46204,-0.88686,0.40977
3.622,-0.46215,-0.8868,0.40983
3.6221,-0.46225,-0.88675,0.4099
3.6222,-0.46235,-0.8867,0.40997
3.6224,-0.46245,-0.88664,0.41003
3.6225,-0.46256,-0.88659,0.4101
3.6226,-0.46266,-0.88654,0.41016
3.6227,-0.46276,-0.88648,0.41023
3.6228,-0.46286,-0.88643,0.4103
3.6229,-0.46297,-0.88638,0.41036
3.623,-0.46307,-0.88632,0.41043
3.6232,-0.46317,-0.88627,0.41049
3.6233,-0.46327,-0.88621,0.41056
3.6234,-0.46338,-0.88616,0.41063
3.6235,-0.46348,-0.88611,0.41069
3.6236,-0.46358,-0.88605,0.41076
3.6237,-0.46368,-0.886,0.41082
3.6239,-0.46379,-0.88595,0.41089
3.624,-0.46389,-0.88589,0.41096
3.6241,-0.46399,-0.88584,0.41102
3.6242,-0.46409,-0.88579,0.41109
3.6243,-0.4642,-0.88573,0.41115
3.6244,-0.4643,-0.88568,0.41122
3.6246,-0.4644,-0.88562,0.41129
3.6247,-0.4645,-0.88557,0.41135
3.6248,-0.46461,-0.88552,0.41142
3.6249,-0.46471,-0.88546,0.41148
3.625,-0.46481,-0.88541,0.41155
3.6251,-0.46491,-0.88536,0.41161
3.6252,-0.46502,-0.8853,0.41168
3.6254,-0.46512,-0.88525,0.41175
3.6255,-0.46522,-0.88519,0.41181
3.6256,-0.46532,-0.88514,0.41188
3.6257,-0.46543,-0.88509,0.41194
3.6258,-0.46553,-0.88503,0.41201
3.6259,-0.46563,-0.88498,0.41207
3.6261,-0.46573,-0.88493,0.41214
3.6262,-0.46584,-0.88487,0.4122
3.6263,-0.46594,-0.88482,0.41227
3.6264,-0.46604,-0.88476,0.41234
3.6265,-0.46614,-0.88471,0.4124
3.6266,-0.46624,-0.88466,0.41247
3.6267,-0.46635,-0.8846,0.41253
3.6269,-0.46645,-0.88455,0.4126
3.627,-0.46655,-0.88449,0.41266
3.6271,-0.46665,-0.88444,0.41273
3.6272,-0.46676,-0.88439,0.41279
3.6273,-0.46686,-0.88433,0.41286
3.6274,-0.46696,-0.88428,0.41292
3.6276,-0.46706,-0.88422,0.41299
3.6277,-0.46717,-0.88417,0.41305
3.6278,-0.46727,-0.88412,0.41312
3.6279,-0.46737,-0.88406,0.41318
3.628,-0.46747,-0.88401,0.41325
3.6281,-0.46757,-0.88395,0.41331
3.6283,-0.46768,-0.8839,0.41338
3.6284,-0.46778,-0.88385,0.41344
3.6285,-0.46788,-0.88379,0.41351
3.6286,-0.46798,-0.88374,0.41357
3.6287,-0.46809,-0.88368,0.41364
3.6288,-0.46819,-0.88363,0.4137
3.6289,-0.46829,-0.88358,0.41377
3.6291,-0.46839,-0.88352,0.41383
3.6292,-0.46849,-0.88347,0.4139
3.6293,-0.4686,-0.88341,0.41396
3.6294,-0.4687,-0.88336,0.41403
3.6295,-0.4688,-0.8833,0.41409
3.6296,-0.4689,-0.88325,0.41416
3.6298,-0.469,-0.8832,0.41422
3.6299,-0.46911,-0.88314,0.41429
3.63,-0.46921,-0.88309,0.41435
3.6301,-0.46931,-0.88303,0.41442
3.6302,-0.46941,-0.88298,0.41448
3.6303,-0.46952,-0.88292,0.41455
3.6305,-0.46962,-0.88287,0.41461
3.6306,-0.46972,-0.88282,0.41468
3.6307,-0.46982,-0.88276,0.41474
3.6308,-0.46992,-0.88271,0.41481
3.6309,-0.47003,-0.88265,0.41487
3.631,-0.47013,-0.8826,0.41493
3.6311,-0.47023,-0.88254,0.415
3.6313,-0.47033,-0.88249,0.41506
3.6314,-0.47043,-0.88243,0.41513
3.6315,-0.47054,-0.88238,0.41519
3.6316,-0.47064,-0.88233,0.41526
3.6317,-0.47074,-0.88227,0.41532
3.6318,-0.47084,-0.88222,0.41539
3.632,-0.47094,-0.88216,0.41545
3.6321,-0.47105,-0.88211,0.41551
3.6322,-0.47115,-0.88205,0.41558
3.6323,-0.47125,-0.882,0.41564
3.6324,-0.47135,-0.88194,0.41571
3.6325,-0.47145,-0.88189,0.41577
3.6326,-0.47156,-0.88184,0.41584
3.6328,-0.47166,-0.88178,0.4159
3.6329,-0.47176,-0.88173,0.41596
3.633,-0.47186,-0.88167,0.41603
3.6331,-0.47196,-0.88162,0.41609
3.6332,-0.47207,-0.88156,0.41616
3.6333,-0.47217,-0.88151,0.41622
3.6335,-0.47227,-0.88145,0.41628
3.6336,-0.47237,-0.8814,0.41635
3.6337,-0.47247,-0.88134,0.41641
3.6338,-0.47258,-0.88129,0.41648
3.6339,-0.47268,-0.88124,0.41654
3.634,-0.47278,-0.88118,0.4166
3.6342,-0.47288,-0.88113,0.41667
3.6343,-0.47298,-0.88107,0.41673
3.6344,-0.47309,-0.88102,0.4168
3.6345,-0.47319,-0.88096,0.41686
3.6346,-0.47329,-0.88091,0.41692
3.6347,-0.47339,-0.88085,0.41699
3.6348,-0.47349,-0.8808,0.41705
3.635,-0.4736,-0.88074,0.41712
3.6351,-0.4737,-0.88069,0.41718
3.6352,-0.4738,-0.88063,0.41724
3.6353,-0.4739,-0.88058,0.41731
3.6354,-0.474,-0.88052,0.41737
3.6355,-0.4741,-0.88047,0.41743
3.6357,-0.47421,-0.88041,0.4175
3.6358,-0.47431,-0.88036,0.41756
3.6359,-0.47441,-0.8803,0.41763
3.636,-0.47451,-0.88025,0.41769
3.6361,-0.47461,-0.88019,0.41775
3.6362,-0.47472,-0.88014,0.41782
3.6363,-0.47482,-0.88008,0.41788
3.6365,-0.47492,-0.88003,0.41794
3.6366,-0.47502,-0.87997,0.41801
3.6367,-0.47512,-0.87992,0.41807
3.6368,-0.47522,-0.87986,0.41813
3.6369,-0.47533,-0.87981,0.4182
3.637,-0.47543,-0.87975,0.41826
3.6372,-0.47553,-0.8797,0.41832
3.6373,-0.47563,-0.87964,0.41839
3.6374,-0.47573,-0.87959,0.41845
3.6375,-0.47584,-0.87953,0.41851
3.6376,-0.47594,-0.87948,0.41858
3.6377,-0.47604,-0.87942,0.41864
3.6379,-0.47614,-0.87937,0.4187
3.638,-0.47624,-0.87931,0.41877
3.6381,-0.47634,-0.87926,0.41883
3.6382,-0.47645,-0.8792,0.41889
3.6383,-0.47655,-0.87915,0.41896
3.6384,-0.47665,-0.87909,0.41902
3.6385,-0.47675,-0.87904,0.41908
3.6387,-0.47685,-0.87898,0.41915
3.6388,-0.47695,-0.87893,0.41921
3.6389,-0.47706,-0.87887,0.41927
3.639,-0.47716,-0.87882,0.41933
3.6391,-0.47726,-0.87876,0.4194
3.6392,-0.47736,-0.87871,0.41946
3.6394,-0.47746,-0.87865,0.41952
3.6395,-0.47756,-0.8786,0.41959
3.6396,-0.47767,-0.87854,0.41965
3.6397,-0.47777,-0.87849,0.41971
3.6398,-0.47787,-0.87843,0.41977
3.6399,-0.47797,-0.87838,0.41984
3.6401,-0.47807,-0.87832,0.4199
3.6402,-0.47817,-0.87827,0.41996
3.6403,-0.47827,-0.87821,0.42003
3.6404,-0.47838,-0.87815,0.42009
3.6405,-0.47848,-0.8781,0.42015
3.6406,-0.47858,-0.87804,0.42021
3.6407,-0.47868,-0.87799,0.42028
3.6409,-0.47878,-0.87793,0.42034
3.641,-0.47888,-0.87788,0.4204
3.6411,-0.47899,-0.87782,0.42046
3.6412,-0.47909,-0.87777,0.42053
3.6413,-0.47919,-0.87771,0.42059
3.6414,-0.47929,-0.87766,0.42065
3.6416,-0.47939,-0.8776,0.42071
3.6417,-0.47949,-0.87755,0.42078
3.6418,-0.47959,-0.87749,0.42084
3.6419,-0.4797,-0.87743,0.4209
3.642,-0.4798,-0.87738,0.42096
3.6421,-0.4799,-0.87732,0.42103
3.6422,-0.48,-0.87727,0.42109
3.6424,-0.4801,-0.87721,0.42115
3.6425,-0.4802,-0.87716,0.42121
3.6426,-0.48031,-0.8771,0.42128
3.6427,-0.48041,-0.87705,0.42134
3.6428,-0.48051,-0.87699,0.4214
3.6429,-0.48061,-0.87693,0.42146
3.6431,-0.48071,-0.87688,0.42153
3.6432,-0.48081,-0.87682,0.42159
3.6433,-0.48091,-0.87677,0.42165
3.6434,-0.48102,-0.87671,0.42171
3.6435,-0.48112,-0.87666,0.42177
3.6436,-0.48122,-0.8766,0.42184
3.6438,-0.48132,-0.87655,0.4219
3.6439,-0.48142,-0.87649,0.42196
3.644,-0.48152,-0.87643,0.42202
3.6441,-0.48162,-0.87638,0.42208
3.6442,-0.48172,-0.87632,0.42215
3.6443,-0.48183,-0.87627,0.42221
3.6444,-0.48193,-0.87621,0.42227
3.6446,-0.48203,-0.87616,0.42233
3.6447,-0.48213,-0.8761,0.42239
3.6448,-0.48223,-0.87604,0.42246
3.6449,-0.48233,-0.87599,0.42252
3.645,-0.48243,-0.87593,0.42258
3.6451,-0.48254,-0.87588,0.42264
3.6453,-0.48264,-0.87582,0.4227
3.6454,-0.48274,-0.87576,0.42276
3.6455,-0.48284,-0.87571,0.42283
3.6456,-0.48294,-0.87565,0.42289
3.6457,-0.48304,-0.8756,0.42295
3.6458,-0.48314,-0.87554,0.42301
3.6459,-0.48324,-0.87549,0.42307
3.6461,-0.48335,-0.87543,0.42314
3.6462,-0.48345,-0.87537,0.4232
3.6463,-0.48355,-0.87532,0.42326
3.6464,-0.48365,-0.87526,0.42332
3.6465,-0.48375,-0.87521,0.42338
3.6466,-0.48385,-0.87515,0.42344
3.6468,-0.48395,-0.87509,0.4235
3.6469,-0.48405,-0.87504,0.42357
3.647,-0.48416,-0.87498,0.42363
3.6471,-0.48426,-0.87493,0.42369
3.6472,-0.48436,-0.87487,0.42375
3.6473,-0.48446,-0.87481,0.42381
3.6475,-0.48456,-0.87476,0.42387
3.6476,-0.48466,-0.8747,0.42393
3.6477,-0.48476,-0.87465,0.424
3.6478,-0.48486,-0.87459,0.42406
3.6479,-0.48496,-0.87453,0.42412
3.648,-0.48507,-0.87448,0.42418
3.6481,-0.48517,-0.87442,0.42424
3.6483,-0.48527,-0.87437,0.4243
3.6484,-0.48537,-0.87431,0.42436
3.6485,-0.48547,-0.87425,0.42442
3.6486,-0.48557,-0.8742,0.42449
3.6487,-0.48567,-0.87414,0.42455
3.6488,-0.48577,-0.87408,0.42461
3.649,-0.48588,-0.87403,0.42467
3.6491,-0.48598,-0.87397,0.42473
3.6492,-0.48608,-0.87392,0.42479
3.6493,-0.48618,-0.87386,0.42485
3.6494,-0.48628,-0.8738,0.42491
3.6495,-0.48638,-0.87375,0.42497
3.6497,-0.48648,-0.87369,0.42503
3.6498,-0.48658,-0.87363,0.4251
3.6499,-0.48668,-0.87358,0.42516
3.65,-0.48678,-0.87352,0.42522
3.6501,-0.48689,-0.87347,0.42528
3.6502,-0.48699,-0.87341,0.42534
3.6503,-0.48709,-0.87335,0.4254
3.6505,-0.48719,-0.8733,0.42546
3.6506,-0.48729,-0.87324,0.42552
3.6507,-0.48739,-0.87318,0.42558
3.6508,-0.48749,-0.87313,0.42564
3.6509,-0.48759,-0.87307,0.4257
3.651,-0.48769,-0.87301,0.42576
3.6512,-0.48779,-0.87296,0.42582
3.6513,-0.4879,-0.8729,0.42589
3.6514,-0.488,-0.87285,0.42595
3.6515,-0.4881,-0.87279,0.42601
3.6516,-0.4882,-0.87273,0.42607
3.6517,-0.4883,-0.87268,0.42613
3.6518,-0.4884,-0.87262,0.42619
3.652,-0.4885,-0.87256,0.42625
3.6521,-0.4886,-0.87251,0.42631
3.6522,-0.4887,-0.87245,0.42637
3.6523,-0.4888,-0.87239,0.42643
3.6524,-0.4889,-0.87234,0.42649
3.6525,-0.48901,-0.87228,0.42655
3.6527,-0.48911,-0.87222,0.42661
3.6528,-0.48921,-0.87217,0.42667
3.6529,-0.48931,-0.87211,0.42673
3.653,-0.48941,-0.87205,0.42679
3.6531,-0.48951,-0.872,0.42685
3.6532,-0.48961,-0.87194,0.42691
3.6534,-0.48971,-0.87188,0.42697
3.6535,-0.48981,-0.87183,0.42703
3.6536,-0.48991,-0.87177,0.42709
3.6537,-0.49001,-0.87171,0.42715
3.6538,-0.49012,-0.87166,0.42721
3.6539,-0.49022,-0.8716,0.42727
3.654,-0.49032,-0.87154,0.42733
3.6542,-0.49042,-0.87149,0.42739
3.6543,-0.49052,-0.87143,0.42745
3.6544,-0.49062,-0.87137,0.42751
3.6545,-0.49072,-0.87132,0.42757
3.6546,-0.49082,-0.87126,0.42763
3.6547,-0.49092,-0.8712,0.42769
3.6549,-0.49102,-0.87115,0.42775
3.655,-0.49112,-0.87109,0.42781
3.6551,-0.49122,-0.87103,0.42787
3.6552,-0.49132,-0.87098,0.42793
3.6553,-0.49143,-0.87092,0.42799
3.6554,-0.49153,-0.87086,0.42805
3.6555,-0.49163,-0.87081,0.42811
3.6557,-0.49173,-0.87075,0.42817
3.6558,-0.49183,-0.87069,0.42823
3.6559,-0.49193,-0.87064,0.42829
3.656,-0.49203,-0.87058,0.42835
3.6561,-0.49213,-0.87052,0.42841
3.6562,-0.49223,-0.87046,0.42847
3.6564,-0.49233,-0.87041,0.42853
3.6565,-0.49243,-0.87035,0.42859
3.6566,-0.49253,-0.87029,0.42865
3.6567,-0.49263,-0.87024,0.42871
3.6568,-0.49273,-0.87018,0.42877
3.6569,-0.49283,-0.87012,0.42883
3.6571,-0.49294,-0.87007,0.42889
3.6572,-0.49304,-0.87001,0.42895
3.6573,-0.49314,-0.86995,0.42901
3.6574,-0.49324,-0.86989,0.42906
3.6575,-0.49334,-0.86984,0.42912
3.6576,-0.49344,-0.86978,0.42918
3.6577,-0.49354,-0.86972,0.42924
3.6579,-0.49364,-0.86967,0.4293
3.658,-0.49374,-0.86961,0.42936
3.6581,-0.49384,-0.86955,0.42942
3.6582,-0.49394,-0.8695,0.42948
3.6583,-0.49404,-0.86944,0.42954
3.6584,-0.49414,-0.86938,0.4296
3.6586,-0.49424,-0.86932,0.42966
3.6587,-0.49434,-0.86927,0.42972
3.6588,-0.49444,-0.86921,0.42978
3.6589,-0.49454,-0.86915,0.42983
3.659,-0.49465,-0.86909,0.42989
3.6591,-0.49475,-0.86904,0.42995
3.6593,-0.49485,-0.86898,0.43001
3.6594,-0.49495,-0.86892,0.43007
3.6595,-0.49505,-0.86887,0.43013
3.6596,-0.49515,-0.86881,0.43019
3.6597,-0.49525,-0.86875,0.43025
3.6598,-0.49535,-0.86869,0.43031
3.6599,-0.49545,-0.86864,0.43037
3.6601,-0.49555,-0.86858,0.43042
3.6602,-0.49565,-0.86852,0.43048
3.6603,-0.49575,-0.86846,0.43054
3.6604,-0.49585,-0.86841,0.4306
3.6605,-0.49595,-0.86835,0.43066
3.6606,-0.49605,-0.86829,0.43072
3.6608,-0.49615,-0.86824,0.43078
3.6609,-0.49625,-0.86818,0.43084
3.661,-0.49635,-0.86812,0.43089
3.6611,-0.49645,-0.86806,0.43095
3.6612,-0.49655,-0.86801,0.43101
3.6613,-0.49665,-0.86795,0.43107
3.6614,-0.49676,-0.86789,0.43113
3.6616,-0.49686,-0.86783,0.43119
3.6617,-0.49696,-0.86778,0.43125
3.6618,-0.49706,-0.86772,0.4313
3.6619,-0.49716,-0.86766,0.43136
3.662,-0.49726,-0.8676,0.43142
3.6621,-0.49736,-0.86755,0.43148
3.6623,-0.49746,-0.86749,0.43154
3.6624,-0.49756,-0.86743,0.4316
3.6625,-0.49766,-0.86737,0.43166
